"cas_number","dtxsid","preferred_name","mw_g_mol"
"100643-71-8","DTXSID1044196","Desloratadine",310.83
"638-94-8","DTXSID7046756","Desonide",416.514
"14007-50-2","DTXSID80930699","3,20-Dioxopregn-4-en-21-yl 3-phenylpropanoate",462.63
"5440-57-3","DTXSID10281126","Diethyl acetamido[(naphthalen-1-yl)methyl]propanedioate",357.406
"50-02-2","DTXSID3020384","Dexamethasone",392.467
"125-71-3","DTXSID3022908","Dextromethorphan",271.404
"701900-96-1",NA,NA,NA
"117-96-4","DTXSID0044521","Diatrizoic acid",613.916
"5355-16-8","DTXSID2046200","Diaveridine",260.297
"439-14-5","DTXSID4020406","Diazepam",284.74
"120-97-8","DTXSID1022922","Dichlorphenamide",305.14
"101831-37-2","DTXSID4046787","Diclazuril",407.64
"15307-86-5","DTXSID6022923","Diclofenac",296.15
"3116-76-5","DTXSID1022924","Dicloxacillin",470.32
"77-19-0","DTXSID1022926","Dicyclomine",309.494
"65928-58-7","DTXSID80891478","Dienogest",311.425
"60-91-3","DTXSID40208700","Diethazine",298.45
"98106-17-3","DTXSID5048348","Difloxacin",399.398
"22494-42-4","DTXSID5022932","Diflunisal",250.201
"56209-45-1","DTXSID401430084","dl-cis-Diltiazem",414.52
"5636-83-9","DTXSID9022942","Dimethindene",292.426
"7456-24-8","DTXSID6023076","Fonazine",391.55
"551-92-8","DTXSID5020497","1,2-Dimethyl-5-nitroimidazole",141.13
"21954-86-9","DTXSID1044279","1,4-Bis(2-ethylhexyl) 2-sulfosuccinate",422.58
"497-75-6","DTXSID00862044","1-(3,4-Dihydroxyphenyl)-2-ethylaminopropan-1-ol",211.261
"1609405-33-5",NA,NA,NA
"58-73-1","DTXSID4022949","Diphenhydramine",255.361
"915-30-0","DTXSID8022951","Diphenoxylate",452.598
"147-20-6","DTXSID3022952","Diphenylpyraline",281.399
"58875-33-5","DTXSID00207577","Diponium",324.528
"479-18-5","DTXSID6022975","Dyphylline",254.246
"58-32-2","DTXSID6040668","Dipyridamole",504.636
"50567-35-6","DTXSID6044143","Metamizol",311.36
"3737-09-5","DTXSID1045536","Disopyramide",339.483
"105-41-9","DTXSID60861715","4-Methyl-2-hexanamine",115.22
"34368-04-2","DTXSID3022958","DL-Dobutamine",301.386
"57808-66-9","DTXSID1045116","Domperidone",425.92
"120014-06-4","DTXSID8048317","Donepezil",379.5
"120279-96-1","DTXSID7022960","Dorzolamide",324.43
"309-29-5","DTXSID2022963","Doxapram",378.516
"564-25-0","DTXSID0037653","Doxycycline",444.44
"469-21-6","DTXSID1022970","Doxylamine",270.376
"1679-76-1","DTXSID0048472","Drofenine",317.473
"141626-36-0","DTXSID3048653","Dronedarone",556.76
"17692-31-8","DTXSID0045624","Dropropizine",236.315
"67392-87-4","DTXSID7046465","Drospirenone",366.501
"90729-43-4","DTXSID6046472","Ebastine",469.669
"154598-52-4","DTXSID9046029","Efavirenz",315.68
"143322-58-1","DTXSID9046861","Eletriptan",382.52
"15687-14-6","DTXSID7057654","Embutramide",293.407
"143491-57-0","DTXSID0040129","Emtricitabine",247.24
"75847-73-3","DTXSID5022982","Enalapril",376.453
"77671-31-9","DTXSID8045147","Enoximone",248.3
"93106-60-6","DTXSID1045619","Enrofloxacin",359.401
"130929-57-6","DTXSID5046439","Entacapone",305.29
"107724-20-9","DTXSID2046094","Eplerenone",414.498
"133040-01-4","DTXSID0022989","Eprosartan",424.52
"114-07-8","DTXSID4022991","Erythromycin",733.937
"81147-92-4","DTXSID4022995","Esmolol",295.379
"119141-88-7","DTXSID4044292","Esomeprazole",345.42
"58-54-8","DTXSID3025257","Ethacrynic acid",303.14
"74-55-5","DTXSID8023006","Ethambutol",204.314
"938-73-8","DTXSID4020581","2-Ethoxybenzamide",165.192
"59-06-3","DTXSID6046264","Ethopabate",237.255
"41340-25-4","DTXSID9020615","Etodolac",287.359
"17692-34-1","DTXSID30864793","Etodroxizine",418.96
"519-37-9","DTXSID5023031","Etofylline",224.22
"107868-30-4","DTXSID5023037","Exemestane",296.41
"76824-35-6","DTXSID5023039","Famotidine",337.44
"23271-74-1","DTXSID70865087","4-(Morpholin-4-yl)butan-2-yl 4-phenyloxane-4-carboxylate",347.455
"72509-76-3","DTXSID4023042","Felodipine",384.25
"43210-67-9","DTXSID0040672","Fenbendazole",299.35
"36330-85-5","DTXSID9023043","Fenbufen",254.285
"1209-98-9","DTXSID60862601","N-Ethyl-3-phenylbicyclo[2.2.1]heptan-2-amine",215.34
"13042-18-7","DTXSID5048473","Fendiline",315.46
"458-24-2","DTXSID4023044","Fenfluramine",231.262
"19023-40-6","DTXSID20891492","N-Nitrosofenfluramine",260.26
"49562-28-9","DTXSID2029874","Fenofibrate",360.83
"42017-89-0","DTXSID8041030","Fenofibric acid",318.75
"31879-05-7","DTXSID9023045","Fenoprofen",242.274
"13392-18-2","DTXSID4023046","Fenoterol",303.358
"77-01-0","DTXSID70227803","Fenpipramide",322.452
"3540-95-2","DTXSID10188883","Fenpiprane",279.427
"16397-28-7","DTXSID0043921","Fenproporex",188.274
"437-38-7","DTXSID9023049","Fentanyl",336.479
"42045-86-3","DTXSID30962228","3-Methylfentanyl",350.506
"72479-26-6","DTXSID7057812","Fenticonazole",455.4
"83799-24-0","DTXSID00861411","Fexofenadine",501.667
"98319-26-7","DTXSID3020625","Finasteride",372.553
"54143-55-4","DTXSID8023054","Flecainide",414.348
"23779-99-9","DTXSID8057695","Floctafenine",406.361
"73231-34-2","DTXSID9045500","Florfenicol",358.21
"31430-15-6","DTXSID8023058","Flubendazole",313.288
"86386-73-4","DTXSID3020627","Fluconazole",306.277
"127-31-1","DTXSID7023061","Fludrocortisone",380.456
"514-36-3","DTXSID2023062","Fludrocortisone acetate",422.493
"530-78-9","DTXSID7023063","Flufenamic acid",281.234
"78755-81-4","DTXSID2023064","Flumazenil",303.293
"42835-25-6","DTXSID5045623","Flumequine",261.252
"2135-17-3","DTXSID2045365","Flumethasone",410.458
"3385-03-3","DTXSID1045534","Flunisolide",434.504
"1622-62-4","DTXSID7023065","Flunitrazepam",313.288
"38677-85-9","DTXSID4048565","Flunixin",296.249
"67-73-2","DTXSID0040674","Fluocinolone acetonide",452.495
"426-13-1","DTXSID7047435","Fluorometholone",376.468
"56995-20-1","DTXSID4048436","Flupirtine",304.325
"17617-23-1","DTXSID1023071","Flurazepam",387.88
"5104-49-4","DTXSID0037231","Flurbiprofen",244.265
"13311-84-7","DTXSID7032004","Flutamide",276.215
"80474-14-2","DTXSID8045511","Fluticasone propionate",500.57
"93957-54-1","DTXSID2020636","Fluvastatin",411.473
"73573-87-2","DTXSID1023077","Formoterol",344.411
"98048-97-6","DTXSID1023079","Fosinopril",563.672
"67-45-8","DTXSID4041997","Furazolidone",225.16
"54-31-9","DTXSID6020648","Furosemide",330.74
"60142-96-3","DTXSID0020074","Gabapentin",171.24
"357-70-0","DTXSID2045606","Galanthamine",287.359
"16662-47-8","DTXSID5045172","Gallopamil",484.637
"95058-81-4","DTXSID3040487","Gemcitabine",263.201
"25812-30-0","DTXSID0020652","Gemfibrozil",250.338
"1403-66-3","DTXSID5034642","Gentamicin",NA
"60282-87-3","DTXSID6046478","Gestodene",310.437
"16320-04-0","DTXSID4023094","Gestrinone",308.421
"3820-67-5","DTXSID1048546","Glafenine",372.81
"10238-21-8","DTXSID0037237","Glybenclamide",494
"26944-48-9","DTXSID001016937","Glibornuride",366.48
"93479-97-1","DTXSID5040675","Glimepiride",490.62
"29094-61-9","DTXSID0040676","Glipizide",445.54
"109889-09-0","DTXSID0023111","Granisetron",312.417
"126-07-8","DTXSID8020674","Griseofulvin",352.77
"93-14-1","DTXSID5023114","Guaifenesin",198.218
"5051-62-7","DTXSID6045666","Guanabenz",231.08
"2165-19-7","DTXSID3046166","Guanoxan",207.233
"3093-35-4","DTXSID6045375","Halcinonide",454.96
"55837-20-2","DTXSID0048260","Halofuginone",414.68
"54-03-5","DTXSID20202302","Hexobendine",592.686
"493-80-1","DTXSID20197764","Histapyrrodine",280.415
"87-00-3","DTXSID6044014","dl-Homatropine",275.348
"642928-07-2","DTXSID10214510","Homosildenafil",488.61
"539-15-1","DTXSID2046096","Hordenine",165.236
"58-93-5","DTXSID2020713","Hydrochlorothiazide",297.73
"125-29-1","DTXSID8023131","Hydrocodone",299.37
"50-03-3","DTXSID20962156","11,17-Dihydroxy-3,20-dioxopregn-4-en-21-yl acetate",404.503
"135-09-1","DTXSID3023132","Hydroflumethiazide",331.28
"68-88-2","DTXSID8023137","Hydroxyzine",374.91
"51146-56-6","DTXSID9048724","Dexibuprofen",206.285
"3778-73-2","DTXSID7020760","Ifosfamide",261.08
"220127-57-1","DTXSID9040502","Imatinib mesylate",589.72
"27885-92-3","DTXSID0048345","Imidocarb",348.41
"312753-06-3","DTXSID90185198","Indacaterol",392.499
"40507-78-6","DTXSID40193521","Indanazoline",201.273
"26807-65-8","DTXSID7044633","Indapamide",365.83
"150378-17-9","DTXSID4043802","Indinavir",613.803
"53-86-1","DTXSID9020740","Indomethacin",357.79
"31842-01-0","DTXSID5045831","Indoprofen",281.311
"26844-12-2","DTXSID7048370","Indoramin",347.462
"136949-58-1","DTXSID90869865","Iobitridol",835.169
"92339-11-2","DTXSID2045523","Iodixanol",1550.191
"66108-95-0","DTXSID6023157","Iohexol",821.142
"78649-41-9","DTXSID1049061","Iomeprol",777.089
"62883-00-5","DTXSID90860751","Bracco 15000",777.089
"1221-56-3","DTXSID9048271","Ipodate sodium",619.943
"73334-07-3","DTXSID0023163","Iopromide",791.116
"87771-40-2","DTXSID2045521","Ioversol",807.115
"28179-44-4","DTXSID60182457","Ioxitalamic acid",643.942
"60205-81-4","DTXSID9048437","Ipratropium",332.463
"76180-96-6","DTXSID4020745","2-Amino-3-methyl-3H-imidazo[4,5-f]quinoline",198.229
"138402-11-6","DTXSID0023169","Irbesartan",428.54
"77-51-0","DTXSID5057830","Isoaminile",244.382
"27523-40-6","DTXSID7045447","Isoconazole",416.12
"54-85-3","DTXSID8020755","Isoniazid",137.142
"482-15-5","DTXSID5048267","Isothipendyl",285.41
"395-28-8","DTXSID9023178","Isoxsuprine",301.386
"75695-93-1","DTXSID4023179","Isradipine",371.393
"155974-00-8","DTXSID2048240","Ivabradine",468.594
"70288-86-7","DTXSID7040235","Ivermectin",NA
"70209-81-3","DTXSID3023182","Ivermectin B1b",861.079
"6740-88-1","DTXSID8023187","Ketamine",237.73
"469-79-4","DTXSID00196977","Ketobemidone",247.338
"65277-42-1","DTXSID7029879","Ketoconazole",531.43
"22071-15-4","DTXSID6020771","Ketoprofen",254.285
"74103-06-3","DTXSID8023189","Ketorolac",255.273
"34580-13-7","DTXSID7023190","Ketotifen",309.43
"36894-69-6","DTXSID2023191","Labetalol",328.412
"175481-36-4","DTXSID1057666","Lacosamide",250.298
"84057-84-1","DTXSID2023195","Lamotrigine",256.09
"103577-45-3","DTXSID4023200","Lansoprazole",369.36
"100427-26-7","DTXSID2048327","Lercanidipine",611.739
"10466-37-2","DTXSID20306278","4,4'-Methylenedibenzonitrile",218.259
"112809-51-5","DTXSID4023202","4,4'-(1H-1,2,4-Triazol-1-ylmethylene)dibenzonitrile",285.31
"14769-73-4","DTXSID4023206","Levamisole",204.29
"102767-28-2","DTXSID9023207","Levetiracetam",170.212
"47141-42-4","DTXSID1043833","Levobunolol",291.391
"79516-68-0","DTXSID1048548","Levocabastine",420.528
"100986-85-4","DTXSID0041060","Levofloxacin",361.373
"137-58-6","DTXSID1045166","Lidocaine",234.343
"668270-12-0","DTXSID201021653","Linagliptin",472.553
"154-21-2","DTXSID3023215","Lincomycin",406.54
"165800-03-3","DTXSID5046489","Linezolid",337.351
"76547-98-3","DTXSID6040537","Lisinopril",405.495
"18016-80-3","DTXSID3023217","Lisuride",338.455
"53808-88-1","DTXSID4046151","Lonazolac",312.75
"192725-17-0","DTXSID8046456","Lopinavir",628.814
"79794-75-5","DTXSID2023224","Loratadine",382.89
"114798-26-4","DTXSID7023227","Losartan",422.92
"75330-75-5","DTXSID5020784","Lovastatin",404.547
"51-48-9","DTXSID8023214","Levothyroxine",776.874
"2019-68-3","DTXSID101043208","Atrolactamide",165.192
"56341-08-3","DTXSID3048283","Mabuterol",310.75
"115550-35-1","DTXSID4046600","Marbofloxacin",362.361
"22232-71-9","DTXSID1023237","Mazindol",284.74
"31431-39-7","DTXSID4040682","Mebendazole",295.298
"3625-06-7","DTXSID6023238","Mebeverine",429.557
"644-62-2","DTXSID0048559","Meclofenamic acid",296.15
"569-65-3","DTXSID0023242","Meclizine",390.96
"520-85-4","DTXSID0036508","Medroxyprogesterone",344.495
"61-68-7","DTXSID5023243","Mefenamic acid",241.29
"53230-10-7","DTXSID4037168","Mefloquine",378.318
"7195-27-9","DTXSID0048844","Mefruside",382.87
"595-33-5","DTXSID9040683","Megestrol acetate",384.516
"71125-38-7","DTXSID1020803","Meloxicam",351.4
"148-82-3","DTXSID6020804","Melphalan",305.2
"19982-08-2","DTXSID5045174","Memantine",179.307
"57-42-1","DTXSID9023253","Meperidine",247.338
"23694-81-7","DTXSID40865110","1-[(2-Methyl-1H-indol-4-yl)oxy]-3-[(propan-2-yl)amino]propan-2-ol",262.353
"96-88-8","DTXSID9023259","Mepivacaine",246.354
"54340-58-8","DTXSID6048543","Meptazinol",233.355
"91-84-9","DTXSID9023542","Pyrilamine",285.391
"29216-28-2","DTXSID8023262","Mequitazine",322.47
"91220-43-8","DTXSID90238451","Purine-6-thione",150.16
"119478-56-7","DTXSID10274179","Meropenem trihydrate",437.51
"1665-48-1","DTXSID3023269","Metaxalone",221.256
"657-24-9","DTXSID2023270","Metformin",129.167
"493-78-7","DTXSID5020817","Methaphenilene",260.4
"72-44-6","DTXSID7023279","Methaqualone",250.301
"554-57-4","DTXSID1023281","Methazolamide",236.26
"60-56-0","DTXSID4020820","Methimazole",114.17
"151-83-7","DTXSID1023287","Methohexital",262.309
"59-05-2","DTXSID4020822","Methotrexate",454.447
"93-30-1","DTXSID0023292","Methoxyphenamine",179.263
"77-41-8","DTXSID5023293","Methsuximide",203.241
"135-07-9","DTXSID6023313","Methyclothiazide",360.22
"552-79-4","DTXSID7045992","(-)-Methylephedrine",179.263
"361-37-5","DTXSID2023307","Methysergide",353.466
"22664-55-7","DTXSID4046078","Metipranolol",309.406
"4969-02-2","DTXSID1047867","Metixene",309.47
"364-62-5","DTXSID6045169","Metoclopramide",299.8
"17560-51-9","DTXSID6045167","Metolazone",365.83
"37350-58-6","DTXSID2023309","Metoprolol",267.369
"443-48-1","DTXSID2020892","Metronidazole",171.156
"54-36-4","DTXSID1023314","Metyrapone",226.279
"31828-71-4","DTXSID8048446","Mexiletine",179.263
"22916-47-8","DTXSID6023319","Miconazole",416.12
"84371-65-3","DTXSID5023322","Mifepristone",429.604
"92623-85-3","DTXSID3048287","Milnacipran",246.354
"38304-91-5","DTXSID9040685","Minoxidil",209.253
"862189-95-5","DTXSID50881265","Mirodenafil",531.67
"108612-45-9","DTXSID5046801","Mizolastine",432.503
"68693-11-8","DTXSID0023329","Modafinil",273.35
"83919-23-7","DTXSID4023333","Mometasone furoate",521.43
"17090-79-8","DTXSID4048561","Monensin",670.881
"158966-92-8","DTXSID9023334","Montelukast",586.19
"20574-50-9","DTXSID9048562","Morantel",220.33
"10539-19-2","DTXSID6057613","Moxaverine",307.393
"113507-06-5","DTXSID5037577","Moxidectin",639.83
"354812-41-2","DTXSID30861404","1-Cyclopropyl-6-fluoro-8-methoxy-7-(octahydro-6H-pyrrolo[3,4-b]pyridin-6-yl)-4-oxo-1,4-dihydroquinoline-3-carboxylic acid",401.438
"54-32-0","DTXSID4023339","Moxisylyte",279.38
"75438-57-2","DTXSID5045170","Moxonidine",241.68
"24280-93-1","DTXSID4041070","Mycophenolic acid",320.341
"42924-53-8","DTXSID4045472","Nabumetone",228.291
"42200-33-9","DTXSID3023342","Nadolol",309.406
"65472-88-0","DTXSID6048545","Naftifine",287.406
"20594-83-6","DTXSID8023345","Nalbuphine",357.45
"389-08-2","DTXSID3020912","Nalidixic acid",232.239
"62-67-9","DTXSID3023348","Nalorphine",311.381
"465-65-6","DTXSID8023349","Naloxone",327.38
"16590-41-3","DTXSID4046313","Naltrexone",341.407
"835-31-4","DTXSID3048449","Naphazoline",210.28
"22204-53-1","DTXSID4040686","(+)-(S)-Naproxen",230.263
"55134-13-9","DTXSID2046707","Narasin",765.038
"105816-04-4","DTXSID9040687","Nateglinide",317.429
"99200-09-6","DTXSID9040556","alpha,alpha′-[Iminobis(methylene)]bis[6-fluoro-3,4-dihydro-2H-1-benzopyran-2-methanol]",405.442
"13669-70-0","DTXSID2048535","Nefopam",253.345
"55985-32-5","DTXSID6023363","Nicardipine",479.533
"50-65-7","DTXSID7040362","5-Chloro-N-(2-chloro-4-nitrophenyl)-2-hydroxybenzamide",327.12
"21829-25-4","DTXSID2025715","Nifedipine",346.339
"2139-47-1","DTXSID7045366","Nifenazone",308.341
"4394-00-7","DTXSID1023368","Niflumic acid",282.222
"28643-80-3","DTXSID601435559","Nigericin, sodium salt (1:1)",746.955
"75530-68-6","DTXSID2046624","Nilvadipine",385.376
"51803-78-2","DTXSID3037250","Nimesulide",308.31
"6506-37-2","DTXSID1057795","Nimorazole",226.236
"63675-72-9","DTXSID0023371","Nisoldipine",388.42
"80890-07-9","DTXSID70230776","3,5-Pyridinedicarboxylic acid, 1,4-dihydro-2,6-dimethyl-4-(3-nitrophenyl)-, ethyl methyl ester, (4R)-",360.366
"67-20-9","DTXSID7020972","Nitrofurantoin",238.159
"76963-41-2","DTXSID5023376","Nizatidine",331.45
"68-22-4","DTXSID9023380","Norethindrone",298.426
"51-98-9","DTXSID4023381","Norethindrone acetate",340.463
"70458-96-7","DTXSID7037680","Norfloxacin",319.336
"6035-40-1","DTXSID901032089","(+/-)-Noscapine",413.426
"303-81-1","DTXSID3041083","Novobiocin",612.632
"1400-61-9","DTXSID4040688","Nystatin",NA
"7683-36-5","DTXSID50227649","Obidoxime",288.306
"82419-36-1","DTXSID3041085","Ofloxacin",361.373
"113806-05-6","DTXSID3023390","Olopatadine",337.419
"15722-48-2","DTXSID8023391","Olsalazine",302.242
"73590-58-6","DTXSID6021080","Omeprazole",345.42
"99614-02-5","DTXSID8023393","Ondansetron",293.37
"96829-58-2","DTXSID8023395","Orlistat",495.745
"16773-42-5","DTXSID4045420","Ornidazole",219.63
"83-98-7","DTXSID3023396","Orphenadrine",269.388
"196618-13-0","DTXSID9044291","Oseltamivir",312.41
"66-79-5","DTXSID8023397","Oxacillin",401.44
"60607-34-3","DTXSID4045181","Oxatomide",426.564
"28721-07-5","DTXSID0045703","Oxcarbazepine",252.273
"468-61-1","DTXSID0048343","Oxeladin",335.488
"126-27-2","DTXSID0025818","Oxethazaine",467.654
"53716-50-0","DTXSID9044112","Oxfendazole",315.35
"30286-75-0","DTXSID0023402","Oxitropium bromide",412.324
"1446144-70-2",NA,NA,NA
"14698-29-4","DTXSID1021089","Oxolinic acid",261.233
"3689-50-7","DTXSID5023405","Oxomemazine",330.45
"6452-71-7","DTXSID1043835","Oxprenolol",265.353
"99-43-4","DTXSID7048530","Benoxinate",308.422
"5633-20-5","DTXSID0023406","Oxybutynin",357.494
"15687-41-9","DTXSID0023408","Oxyfedrine",313.397
"1491-59-4","DTXSID3040691","Oxymetazoline",260.381
"129-20-4","DTXSID1045291","Oxyphenbutazone",324.38
"125-53-1","DTXSID4023410","Oxyphencyclimine",344.455
"79-57-2","DTXSID1034260","Oxytetracycline",460.439
"102625-70-7","DTXSID4023416","Pantoprazole",383.37
"58-74-2","DTXSID4023418","Papaverine",339.391
"103-90-2","DTXSID2020006","Acetaminophen",151.165
"38363-40-5","DTXSID8023428","Penbutolol",291.435
"39809-25-1","DTXSID9046491","Penciclovir",253.262
"87-08-1","DTXSID3023429","Penicillin V",350.39
"1028-33-7","DTXSID2057609","Pentifylline",264.329
"6493-05-6","DTXSID7023437","3,7-Dihydro-3,7-dimethyl-1-(5-oxohexyl)-1H-Purine-2,6-dione",278.312
"77-23-6","DTXSID9022734","Carbetapentane",333.472
"66104-23-2","DTXSID6040583","Pergolide methanesulfonate",410.59
"82978-68-5","DTXSID60861053","1-[2-[[1-(Ethoxycarbonyl)butyl]amino]-1-oxopropyl]octahydro-1H-indole-2-carboxylic acid",368.474
"62-44-2","DTXSID1021116","Phenacetin",179.219
"58640-87-2","DTXSID30110040","Phenazocine, (-)-",321.464
"60-80-0","DTXSID6021117","Phenazone",188.23
"94-78-0","DTXSID1023445","Phenazopyridine",213.244
"114-86-3","DTXSID1023449","Phenformin",205.265
"86-21-5","DTXSID0023454","Pheniramine",240.35
"435-97-2","DTXSID5023459","Phenprocoumon",280.323
"122-09-8","DTXSID9023461","Phentermine",149.237
"50-60-2","DTXSID4023462","Phentolamine",281.359
"50-33-9","DTXSID9021136","4-Butyl-1,2-diphenyl-3,5-Pyrazolidinedione",308.381
"59-42-7","DTXSID9023465","Phenylephrine",167.208
"92-12-6","DTXSID9023467","Phenyltoloxamine",255.361
"57-41-0","DTXSID8020541","5,5-Diphenylhydantoin",252.273
"509-67-1","DTXSID70198923","Pholcodine",398.503
"57-47-6","DTXSID3023471","Physostigmine",275.352
"92-13-7","DTXSID1021162","Pilocarpine",208.261
"13523-86-9","DTXSID8023476","Pindolol",248.326
"111025-46-8","DTXSID3037129","Pioglitazone",356.44
"110-85-0","DTXSID1021164","Piperazine",86.138
"147676-50-4","DTXSID701347650","Piperiacetildenafil",437.544
"17243-64-0","DTXSID70864757","Ethyl [3-ethyl-4-oxo-5-(piperidin-1-yl)-1,3-thiazolidin-2-ylidene]acetate",298.4
"28797-61-7","DTXSID7023487","Pirenzepine",351.41
"55837-27-9","DTXSID2023488","Piretanide",362.4
"302-41-0","DTXSID00184293","Piritramide",430.596
"68252-19-7","DTXSID1043839","Pirmenol",338.495
"36322-90-4","DTXSID5021170","Piroxicam",331.35
"1248-42-6","DTXSID7046461","Pitofenone hydrochloride",403.9
"15574-96-6","DTXSID6023490","Pizotyline",295.44
"346-18-9","DTXSID6025939","Polythiazide",439.87
"6673-35-4","DTXSID0021179","Practolol",266.341
"35080-11-6","DTXSID6023494","N-Propylajmaline",369.528
"104632-26-0","DTXSID6023496","Pramipexole",211.33
"81093-37-0","DTXSID6023498","Pravastatin",424.534
"55268-74-1","DTXSID9021182","Praziquantel",312.413
"19216-56-9","DTXSID4049082","Prazosin",383.408
"50-24-8","DTXSID9021184","Prednisolone",360.45
"83-43-2","DTXSID7023300","Methylprednisolone",374.477
"53-03-2","DTXSID4021185","Prednisone",358.434
"148553-50-8","DTXSID1045950","Pregabalin",159.229
"390-64-7","DTXSID0048555","Prenylamine",329.487
"721-50-6","DTXSID7031955","Prilocaine",220.316
"90-34-6","DTXSID8023509","Primaquine",259.353
"125-33-7","DTXSID7023510","Primidone",218.256
"302-33-0","DTXSID2048452","Proadifen",353.506
"57-66-9","DTXSID9021188","Probenecid",285.36
"51-06-9","DTXSID7023512","Procainamide",235.331
"59-46-1","DTXSID7045021","Procaine",236.315
"77-37-2","DTXSID2023515","Procyclidine",287.447
"500-92-5","DTXSID3022794","Chlorguanide",253.73
"60-87-7","DTXSID7023518","Promethazine",284.42
"54063-53-5","DTXSID9045184","Propafenone",341.451
"298-50-0","DTXSID6047230","Propanthelin",368.496
"3670-68-6","DTXSID80190155","Propipocaine",275.392
"60569-19-9","DTXSID5048265","Propiverine",367.489
"525-66-6","DTXSID6023525","Propranolol",259.349
"51-52-5","DTXSID5021209","6-Propyl-2-thiouracil",170.23
"479-92-5","DTXSID6023529","Propyphenazone",230.311
"22760-18-5","DTXSID4021210","Proquazone",278.355
"303-69-5","DTXSID50184389","Prothipendyl",285.41
"14222-60-7","DTXSID7045940","Prothionamide",180.27
"603-00-9","DTXSID5023536","Proxyphylline",238.247
"518-20-7","DTXSID60862101","Cyclocumarol",322.36
"91-81-6","DTXSID8023717","Tripelennamine",255.365
"58-14-0","DTXSID9021217","Pyrimethamine",248.71
"1098-97-1","DTXSID3048362","Pyrithioxine",368.47
"35648-29-4","DTXSID90957034","6-(Dimethylamino)-2-[2-(2,5-dimethyl-1-phenyl-1H-pyrrol-3-yl)ethenyl]-1-methylquinolin-1-ium iodide",509.435
"87056-78-8","DTXSID501366553","rel-N,N-Diethyl-N′-[(3R,4aR,10aS)-1,2,3,4,4a,5,10,10a-octahydro-6-hydroxy-1-propylbenzo[g]quinolin-3-yl]sulfamide",395.56
"85441-61-8","DTXSID4023547","Quinapril",438.524
"56-54-2","DTXSID4023549","Quinidine",324.424
"130-95-0","DTXSID0044280","Quinine",324.424
"117976-89-3","DTXSID3044122","Rabeprazole",359.44
"22662-39-1","DTXSID5046227","Rafoxanide",626.01
"84449-90-1","DTXSID3023550","Raloxifene",473.59
"3615-24-5","DTXSID1045906","Ramifenazone",245.326
"87333-19-5","DTXSID8023551","Ramipril",416.518
"66357-35-5","DTXSID8045191","Ranitidine",314.4
"483-04-5","DTXSID60904151","Raubasine",352.434
"132875-61-7","DTXSID00157826","Remifentanil",376.453
"135062-02-1","DTXSID3023552","Repaglinide",452.595
"54063-54-6","DTXSID8023553","Reproterol",389.412
"50-55-5","DTXSID7021237","Reserpine",608.688
"36791-04-5","DTXSID8023557","Ribavirin",244.207
"88747-56-2",NA,NA,NA
"54187-04-1","DTXSID3045194","Rilmenidine",180.251
"1744-22-5","DTXSID3045192","6-(Trifluoromethoxy)-2-Benzothiazolamine",234.2
"13392-28-4","DTXSID2023561","Rimantadine",179.307
"168273-06-1","DTXSID3046453","Rimonabant",463.79
"26652-09-5","DTXSID7048534","Ritodrine",287.359
"155213-67-5","DTXSID1048627","Ritonavir",720.95
"366789-02-8","DTXSID3057723","Rivaroxaban",435.88
"123441-03-2","DTXSID7023564","Rivastigmine",250.342
"145202-66-0","DTXSID20162937","Rizatriptan benzoate",391.475
"25875-51-8","DTXSID9046813","Robenidine",334.2
"7681-76-7","DTXSID6045400","Ronidazole",200.154
"91374-21-9","DTXSID8045195","Ropinirole",260.381
"84057-95-4","DTXSID4040187","Ropivacaine",274.408
"122320-73-4","DTXSID7037131","Rosiglitazone",357.43
"287714-41-4","DTXSID8048492","Rosuvastatin",481.54
"80214-83-1","DTXSID8041117","Roxithromycin",837.058
"65-45-2","DTXSID3021726","Salicylamide",137.138
"551-35-9","DTXSID50203620","Salicylamide, N-isopropyl-",179.219
"69-72-7","DTXSID7026368","Salicylic acid",138.122
"13898-58-3","DTXSID8046406","Benzoylpas",257.245
"89-57-6","DTXSID5024506","5-Aminosalicylic acid",153.137
"147-93-3","DTXSID4049032","2-Thiosalicylic acid",154.18
"53003-10-4","DTXSID4048486","Salinomycin",751.011
"89365-50-4","DTXSID6023571","Salmeterol",415.574
"98105-99-8","DTXSID8048494","Sarafloxacin",385.371
"13265-10-6","DTXSID0046931","Methscopolamine",318.392
"113378-31-7","DTXSID801016181","Semduramicin",873.087
"106650-56-0","DTXSID1023578","Sibutramine",279.85
"139755-83-2","DTXSID6023579","Sildenafil",474.58
"79902-63-9","DTXSID0023581","Simvastatin",418.574
"486460-32-6","DTXSID70197572","Sitagliptin",407.32
"180272-14-4|180468-39-7|242478-37-1|242478-38-2",NA,NA,NA
"3930-20-9","DTXSID0023589","Sotalol",272.36
"83647-97-6","DTXSID1044300","Spirapril",466.61
"52-01-7","DTXSID6034186","Spironolactone",416.58
"128-46-1","DTXSID0022937","Dihydrostreptomycin",583.596
"56030-54-7","DTXSID6023604","Sufentanil",386.55
"127-71-9","DTXSID7045287","Sulfabenzamide",276.31
"80-32-0","DTXSID9045265","Sulfachloropyridazine",284.72
